statefips,countyfips,avghouseholdsize,geography
35,41,2.62,"Roosevelt County, New Mexico"
35,43,2.83,"Sandoval County, New Mexico"
35,45,3.04,"San Juan County, New Mexico"
35,47,2.51,"San Miguel County, New Mexico"
35,49,2.35,"Santa Fe County, New Mexico"
35,51,2.25,"Sierra County, New Mexico"
35,53,3.43,"Socorro County, New Mexico"
35,55,2.44,"Taos County, New Mexico"
35,57,2.81,"Torrance County, New Mexico"
35,59,2.39,"Union County, New Mexico"
35,61,2.78,"Valencia County, New Mexico"
32,1,2.51,"Churchill County, Nevada"
32,3,2.78,"Clark County, Nevada"
32,5,2.37,"Douglas County, Nevada"
32,7,2.87,"Elko County, Nevada"
32,9,2.35,"Esmeralda County, Nevada"
32,11,2.17,"Eureka County, Nevada"
32,13,2.74,"Humboldt County, Nevada"
32,15,2.79,"Lander County, Nevada"
32,17,2.55,"Lincoln County, Nevada"
32,19,2.63,"Lyon County, Nevada"
32,21,2.25,"Mineral County, Nevada"
32,23,2.42,"Nye County, Nevada"
32,27,2.29,"Pershing County, Nevada"
32,29,2.2,"Storey County, Nevada"
32,31,2.58,"Washoe County, Nevada"
32,33,2.71,"White Pine County, Nevada"
32,510,2.43,"Carson City, Nevada"
36,1,2.35,"Albany County, New York"
36,3,2.36,"Allegany County, New York"
36,5,2.86,"Bronx County, New York"
36,7,2.37,"Broome County, New York"
36,9,2.41,"Cattaraugus County, New York"
36,11,2.43,"Cayuga County, New York"
36,13,2.36,"Chautauqua County, New York"
36,15,2.35,"Chemung County, New York"
36,17,2.49,"Chenango County, New York"
36,19,2.32,"Clinton County, New York"
36,21,2.37,"Columbia County, New York"
36,23,2.54,"Cortland County, New York"
36,25,2.31,"Delaware County, New York"
36,27,2.61,"Dutchess County, New York"
36,29,2.33,"Erie County, New York"
36,31,2.37,"Essex County, New York"
36,33,2.36,"Franklin County, New York"
36,35,2.4,"Fulton County, New York"
36,37,2.45,"Genesee County, New York"
36,39,2.55,"Greene County, New York"
36,41,3.38,"Hamilton County, New York"
36,43,2.4,"Herkimer County, New York"
36,45,2.54,"Jefferson County, New York"
36,47,2.74,"Kings County, New York"
36,49,2.54,"Lewis County, New York"
36,51,2.42,"Livingston County, New York"
36,53,2.55,"Madison County, New York"
36,55,2.41,"Monroe County, New York"
36,57,2.5,"Montgomery County, New York"
36,59,3.03,"Nassau County, New York"
36,61,2.09,"New York County, New York"
36,63,2.39,"Niagara County, New York"
36,65,2.43,"Oneida County, New York"
36,67,2.43,"Onondaga County, New York"
36,69,2.38,"Ontario County, New York"
36,71,2.9,"Orange County, New York"
36,73,2.43,"Orleans County, New York"
36,75,2.57,"Oswego County, New York"
36,77,2.36,"Otsego County, New York"
36,79,2.84,"Putnam County, New York"
36,81,2.91,"Queens County, New York"
36,83,2.43,"Rensselaer County, New York"
36,85,2.81,"Richmond County, New York"
36,87,3.17,"Rockland County, New York"
36,89,2.42,"St. Lawrence County, New York"
36,91,2.44,"Saratoga County, New York"
36,93,2.65,"Schenectady County, New York"
36,95,2.46,"Schoharie County, New York"
36,97,2.35,"Schuyler County, New York"
36,99,2.37,"Seneca County, New York"
36,101,2.36,"Steuben County, New York"
36,103,2.98,"Suffolk County, New York"
36,105,2.54,"Sullivan County, New York"
36,107,2.5,"Tioga County, New York"
36,109,2.35,"Tompkins County, New York"
36,111,2.44,"Ulster County, New York"
36,113,2.4,"Warren County, New York"
36,115,2.45,"Washington County, New York"
36,117,2.48,"Wayne County, New York"
36,119,2.75,"Westchester County, New York"
36,121,2.38,"Wyoming County, New York"
36,123,2.46,"Yates County, New York"
39,1,2.56,"Adams County, Ohio"
39,3,2.53,"Allen County, Ohio"
39,5,2.5,"Ashland County, Ohio"
39,7,2.48,"Ashtabula County, Ohio"
39,9,2.47,"Athens County, Ohio"
39,11,2.49,"Auglaize County, Ohio"
39,13,2.35,"Belmont County, Ohio"
39,15,2.62,"Brown County, Ohio"
39,17,2.68,"Butler County, Ohio"
39,19,2.54,"Carroll County, Ohio"
39,21,2.53,"Champaign County, Ohio"
39,23,2.44,"Clark County, Ohio"
39,25,2.65,"Clermont County, Ohio"
39,27,2.53,"Clinton County, Ohio"
39,29,2.43,"Columbiana County, Ohio"
39,31,2.53,"Coshocton County, Ohio"
39,33,2.37,"Crawford County, Ohio"
39,35,2.31,"Cuyahoga County, Ohio"
39,37,2.48,"Darke County, Ohio"
39,39,2.49,"Defiance County, Ohio"
39,41,2.78,"Delaware County, Ohio"
39,43,2.35,"Erie County, Ohio"
39,45,2.66,"Fairfield County, Ohio"
39,47,2.44,"Fayette County, Ohio"
39,49,2.47,"Franklin County, Ohio"
39,51,2.59,"Fulton County, Ohio"
39,53,2.56,"Gallia County, Ohio"
39,55,2.67,"Geauga County, Ohio"
39,57,2.41,"Greene County, Ohio"
39,59,2.51,"Guernsey County, Ohio"
39,61,2.37,"Hamilton County, Ohio"
39,63,2.37,"Hancock County, Ohio"
39,65,2.55,"Hardin County, Ohio"
39,67,2.45,"Harrison County, Ohio"
39,69,2.52,"Henry County, Ohio"
39,71,2.55,"Highland County, Ohio"
39,73,2.48,"Hocking County, Ohio"
39,75,3.36,"Holmes County, Ohio"
39,77,2.58,"Huron County, Ohio"
39,79,2.5,"Jackson County, Ohio"
39,81,2.35,"Jefferson County, Ohio"
39,83,2.53,"Knox County, Ohio"
39,85,2.39,"Lake County, Ohio"
39,87,2.6,"Lawrence County, Ohio"
39,89,2.57,"Licking County, Ohio"
39,91,2.42,"Logan County, Ohio"
39,93,2.5,"Lorain County, Ohio"
39,95,2.4,"Lucas County, Ohio"
39,97,2.57,"Madison County, Ohio"
39,99,2.32,"Mahoning County, Ohio"
39,101,2.43,"Marion County, Ohio"
39,103,2.63,"Medina County, Ohio"
39,105,2.49,"Meigs County, Ohio"
39,107,2.54,"Mercer County, Ohio"
39,109,2.49,"Miami County, Ohio"
39,111,2.37,"Monroe County, Ohio"
39,113,2.32,"Montgomery County, Ohio"
39,115,2.41,"Morgan County, Ohio"
39,117,2.73,"Morrow County, Ohio"
39,119,2.45,"Muskingum County, Ohio"
39,121,2.45,"Noble County, Ohio"
39,123,2.33,"Ottawa County, Ohio"
39,125,2.48,"Paulding County, Ohio"
39,127,2.59,"Perry County, Ohio"
39,129,2.68,"Pickaway County, Ohio"
39,131,2.55,"Pike County, Ohio"
39,133,2.54,"Portage County, Ohio"
39,135,2.56,"Preble County, Ohio"
39,137,2.6,"Putnam County, Ohio"
39,139,2.4,"Richland County, Ohio"
39,141,2.52,"Ross County, Ohio"
39,143,2.49,"Sandusky County, Ohio"
39,145,2.5,"Scioto County, Ohio"
39,147,2.45,"Seneca County, Ohio"
39,149,2.62,"Shelby County, Ohio"
39,151,2.43,"Stark County, Ohio"
39,153,2.41,"Summit County, Ohio"
39,155,2.33,"Trumbull County, Ohio"
39,157,2.49,"Tuscarawas County, Ohio"
39,159,2.73,"Union County, Ohio"
39,161,2.49,"Van Wert County, Ohio"
39,163,2.63,"Vinton County, Ohio"
39,165,2.73,"Warren County, Ohio"
39,167,2.38,"Washington County, Ohio"
39,169,2.6,"Wayne County, Ohio"
39,171,2.39,"Williams County, Ohio"
39,173,2.44,"Wood County, Ohio"
39,175,2.38,"Wyandot County, Ohio"
40,1,2.78,"Adair County, Oklahoma"
40,3,2.28,"Alfalfa County, Oklahoma"
40,5,2.37,"Atoka County, Oklahoma"
40,7,2.7,"Beaver County, Oklahoma"
40,9,2.87,"Beckham County, Oklahoma"
40,11,2.25,"Blaine County, Oklahoma"
40,13,2.58,"Bryan County, Oklahoma"
40,15,2.77,"Caddo County, Oklahoma"
40,17,2.88,"Canadian County, Oklahoma"
40,19,2.67,"Carter County, Oklahoma"
40,21,2.81,"Cherokee County, Oklahoma"
40,23,2.52,"Choctaw County, Oklahoma"
40,25,2.28,"Cimarron County, Oklahoma"
40,27,2.59,"Cleveland County, Oklahoma"
40,29,2.51,"Coal County, Oklahoma"
40,31,2.69,"Comanche County, Oklahoma"
40,33,2.48,"Cotton County, Oklahoma"
40,35,2.52,"Craig County, Oklahoma"
40,37,2.67,"Creek County, Oklahoma"
40,39,2.63,"Custer County, Oklahoma"
40,41,2.47,"Delaware County, Oklahoma"
40,43,2.57,"Dewey County, Oklahoma"
40,45,2.38,"Ellis County, Oklahoma"
40,47,2.52,"Garfield County, Oklahoma"
40,49,2.57,"Garvin County, Oklahoma"
40,51,2.7,"Grady County, Oklahoma"
40,53,2.26,"Grant County, Oklahoma"
40,55,2.3,"Greer County, Oklahoma"
40,57,2.35,"Harmon County, Oklahoma"
40,59,2.57,"Harper County, Oklahoma"
40,61,2.6,"Haskell County, Oklahoma"
40,63,2.7,"Hughes County, Oklahoma"
40,65,2.48,"Jackson County, Oklahoma"
40,67,2.5,"Jefferson County, Oklahoma"
40,69,2.58,"Johnston County, Oklahoma"
40,71,2.46,"Kay County, Oklahoma"
40,73,2.64,"Kingfisher County, Oklahoma"
40,75,2.31,"Kiowa County, Oklahoma"
40,77,2.5,"Latimer County, Oklahoma"
40,79,2.67,"Le Flore County, Oklahoma"
40,81,2.58,"Lincoln County, Oklahoma"
40,83,2.83,"Logan County, Oklahoma"
40,85,2.98,"Love County, Oklahoma"
40,87,2.74,"McClain County, Oklahoma"
40,89,2.53,"McCurtain County, Oklahoma"
40,91,2.38,"McIntosh County, Oklahoma"
40,93,2.49,"Major County, Oklahoma"
40,95,2.64,"Marshall County, Oklahoma"
40,97,2.56,"Mayes County, Oklahoma"
40,99,2.5,"Murray County, Oklahoma"
40,101,2.53,"Muskogee County, Oklahoma"
40,103,2.41,"Noble County, Oklahoma"
40,105,2.56,"Nowata County, Oklahoma"
40,107,2.72,"Okfuskee County, Oklahoma"
40,109,2.53,"Oklahoma County, Oklahoma"
40,111,2.53,"Okmulgee County, Oklahoma"
40,113,2.55,"Osage County, Oklahoma"
40,115,2.58,"Ottawa County, Oklahoma"
40,117,2.6,"Pawnee County, Oklahoma"
40,119,2.36,"Payne County, Oklahoma"
40,121,2.36,"Pittsburg County, Oklahoma"
40,123,2.52,"Pontotoc County, Oklahoma"
40,125,2.61,"Pottawatomie County, Oklahoma"
40,127,2.34,"Pushmataha County, Oklahoma"
40,129,2.8,"Roger Mills County, Oklahoma"
40,131,2.64,"Rogers County, Oklahoma"
40,133,2.7,"Seminole County, Oklahoma"
40,135,2.64,"Sequoyah County, Oklahoma"
40,137,2.48,"Stephens County, Oklahoma"
40,139,2.93,"Texas County, Oklahoma"
40,141,2.4,"Tillman County, Oklahoma"
40,143,2.5,"Tulsa County, Oklahoma"
40,145,2.74,"Wagoner County, Oklahoma"
40,147,2.43,"Washington County, Oklahoma"
40,149,2.46,"Washita County, Oklahoma"
40,151,2.37,"Woods County, Oklahoma"
40,153,2.7,"Woodward County, Oklahoma"
41,1,2.16,"Baker County, Oregon"
41,3,2.4,"Benton County, Oregon"
41,5,2.59,"Clackamas County, Oregon"
41,7,2.32,"Clatsop County, Oregon"
41,9,2.6,"Columbia County, Oregon"
41,11,2.38,"Coos County, Oregon"
41,13,2.29,"Crook County, Oregon"
41,15,2.11,"Curry County, Oregon"
41,17,2.49,"Deschutes County, Oregon"
41,19,2.41,"Douglas County, Oregon"
41,21,2.24,"Gilliam County, Oregon"
41,23,2.26,"Grant County, Oregon"
41,25,2.32,"Harney County, Oregon"
41,27,2.66,"Hood River County, Oregon"
41,29,2.45,"Jackson County, Oregon"
41,31,2.76,"Jefferson County, Oregon"
41,33,2.38,"Josephine County, Oregon"
41,35,2.39,"Klamath County, Oregon"
41,37,2.08,"Lake County, Oregon"
41,39,2.39,"Lane County, Oregon"
41,41,2.22,"Lincoln County, Oregon"
41,43,2.61,"Linn County, Oregon"
41,45,2.62,"Malheur County, Oregon"
41,47,2.75,"Marion County, Oregon"
41,49,2.96,"Morrow County, Oregon"
41,51,2.41,"Multnomah County, Oregon"
41,53,2.65,"Polk County, Oregon"
41,55,2.22,"Sherman County, Oregon"
41,57,2.45,"Tillamook County, Oregon"
41,59,2.7,"Umatilla County, Oregon"
41,61,2.46,"Union County, Oregon"
41,63,2.18,"Wallowa County, Oregon"
41,65,2.5,"Wasco County, Oregon"
41,67,2.66,"Washington County, Oregon"
41,69,1.97,"Wheeler County, Oregon"
41,71,2.78,"Yamhill County, Oregon"
42,1,2.55,"Adams County, Pennsylvania"
42,3,2.26,"Allegheny County, Pennsylvania"
42,5,2.36,"Armstrong County, Pennsylvania"
42,7,2.38,"Beaver County, Pennsylvania"
42,9,2.43,"Bedford County, Pennsylvania"
42,11,2.61,"Berks County, Pennsylvania"
42,13,2.41,"Blair County, Pennsylvania"
42,15,2.52,"Bradford County, Pennsylvania"
42,17,2.65,"Bucks County, Pennsylvania"
42,19,2.42,"Butler County, Pennsylvania"
42,21,2.28,"Cambria County, Pennsylvania"
42,23,2.2,"Cameron County, Pennsylvania"
42,25,2.48,"Carbon County, Pennsylvania"
42,27,2.47,"Centre County, Pennsylvania"
42,29,2.66,"Chester County, Pennsylvania"
42,31,2.39,"Clarion County, Pennsylvania"
42,33,2.38,"Clearfield County, Pennsylvania"
42,35,2.52,"Clinton County, Pennsylvania"
42,37,2.4,"Columbia County, Pennsylvania"
42,39,2.42,"Crawford County, Pennsylvania"
42,41,2.38,"Cumberland County, Pennsylvania"
42,43,2.41,"Dauphin County, Pennsylvania"
42,45,2.65,"Delaware County, Pennsylvania"
42,47,2.34,"Elk County, Pennsylvania"
42,49,2.43,"Erie County, Pennsylvania"
42,51,2.41,"Fayette County, Pennsylvania"
42,53,1.86,"Forest County, Pennsylvania"
42,55,2.56,"Franklin County, Pennsylvania"
42,57,2.46,"Fulton County, Pennsylvania"
42,59,2.33,"Greene County, Pennsylvania"
42,61,2.36,"Huntingdon County, Pennsylvania"
42,63,2.41,"Indiana County, Pennsylvania"
42,65,2.38,"Jefferson County, Pennsylvania"
42,67,2.61,"Juniata County, Pennsylvania"
42,69,2.41,"Lackawanna County, Pennsylvania"
42,71,2.64,"Lancaster County, Pennsylvania"
42,73,2.38,"Lawrence County, Pennsylvania"
42,75,2.54,"Lebanon County, Pennsylvania"
42,77,2.6,"Lehigh County, Pennsylvania"
42,79,2.39,"Luzerne County, Pennsylvania"
42,81,2.42,"Lycoming County, Pennsylvania"
42,83,2.29,"McKean County, Pennsylvania"
42,85,2.37,"Mercer County, Pennsylvania"
42,87,2.46,"Mifflin County, Pennsylvania"
42,89,2.89,"Monroe County, Pennsylvania"
42,91,2.57,"Montgomery County, Pennsylvania"
42,93,2.41,"Montour County, Pennsylvania"
42,95,2.56,"Northampton County, Pennsylvania"
42,97,2.27,"Northumberland County, Pennsylvania"
42,99,2.49,"Perry County, Pennsylvania"
42,101,2.59,"Philadelphia County, Pennsylvania"
42,103,2.66,"Pike County, Pennsylvania"
42,105,2.57,"Potter County, Pennsylvania"
42,107,2.38,"Schuylkill County, Pennsylvania"
42,109,2.62,"Snyder County, Pennsylvania"
42,111,2.42,"Somerset County, Pennsylvania"
42,113,2.22,"Sullivan County, Pennsylvania"
42,115,2.41,"Susquehanna County, Pennsylvania"
42,117,2.47,"Tioga County, Pennsylvania"
42,119,2.38,"Union County, Pennsylvania"
42,121,2.38,"Venango County, Pennsylvania"
42,123,2.35,"Warren County, Pennsylvania"
42,125,2.42,"Washington County, Pennsylvania"
